,Player,College_Season,College,College_Games_Played,College_Games_Started,College_Field_Goals_Made_Per_Game,College_Field_Goals_Attempted_Per_Game,College_FG%,College_2PT_Field_Goals_Made_Per_Game,College_2PT_Field_Goals_Attempted_Per_Game,College_2PT_FG%,College_3PT_Field_Goals_Made_Per_Game,College_3PT_Field_Goals_Attempted_Per_Game,College_3PT_FG%,College_Free_Throws_Made_Per_Game,College_Free_Throws_Attempted_Per_Game,College_FT%,Offensive_Rebounds_pergame,Defensive_Rebounds_pergame,Total_Rebounds_pergame,Assists_pergame,Steals_pergame,Blocks_pergame,Turnovers_pergame,Fouls_pergame,Points_pergame,Team_strength_of_schedule
440,Gani Lawal,Career,Georgia Tech,99,91,4.5,8.2,.548,4.5,8.2,.550,0.0,0.0,.000,2.8,5.0,.552,2.7,4.5,7.2,0.4,0.6,1.3,2.1,2.4,11.8,8.64
441,Tiny Gallon,Career,Oklahoma,30,21,4.1,7.4,.547,3.9,6.9,.573,0.1,0.6,.235,2.1,3.0,.697,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,7.79
442,Solomon Alabi,Career,Florida State,77,68,3.5,6.6,.534,3.5,6.6,.535,0.0,0.0,.000,2.1,2.9,.745,2.1,3.3,5.4,0.4,0.5,2.1,1.7,2.1,9.1,7.34
443,Magnum Rolle,,Louisiana Tech,64,63,5.1,9.9,.521,5.1,9.8,.521,0.0,0.0,.500,2.8,4.2,.657,3.1,4.7,7.8,0.9,0.8,1.9,2.1,2.9,13.1,
444,Luke Harangody,Career,Notre Dame,129,108,7.3,15.3,.476,6.9,14.3,.486,0.3,1.0,.326,4.4,5.6,.782,3.0,6.5,9.5,1.6,0.8,0.7,1.8,2.4,19.2,6.73
445,Willie Warren,Career,Oklahoma,57,53,4.9,10.6,.459,3.2,5.8,.550,1.7,4.9,.350,3.8,4.8,.788,0.6,2.1,2.6,3.5,1.1,0.1,2.8,2.3,15.2,7.33
446,Jeremy Evans,Career,Western Kentucky,134,130,3.2,5.0,.639,3.1,4.7,.654,0.1,0.2,.364,1.5,2.2,.684,2.4,3.5,5.9,0.5,0.6,1.7,1.0,2.4,7.9,-1.72
447,Ryan Reid,Career,Florida State,126,66,1.9,3.8,.495,1.9,3.8,.494,0.0,0.0,1.000,1.2,2.0,.604,1.7,2.2,3.9,0.7,0.5,0.6,1.6,1.9,5.0,7.66
448,Derrick Caracter,,UTEP,27,22,5.5,9.7,.567,5.3,9.1,.585,0.1,0.6,.267,3.0,4.4,.672,2.7,5.4,8.1,1.1,1.0,0.9,2.9,3.0,14.1,
449,Stanley Robinson,Career,UConn,126,103,3.9,8.0,.485,3.3,6.3,.520,0.6,1.7,.351,1.4,2.2,.646,2.1,4.1,6.2,1.0,0.6,1.0,1.7,1.6,9.8,7.64
450,Dwayne Collins,Career,Miami (FL),126,99,3.7,6.5,.565,3.7,6.5,.565,0.0,0.0,,2.5,4.5,.563,3.0,4.0,7.0,0.9,0.7,0.7,1.8,2.1,9.9,7.58
451,Kyrie Irving,Career,Duke,11,8,5.0,9.5,.529,3.4,5.9,.569,1.6,3.5,.462,5.8,6.5,.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,8.32
452,Derrick Williams,Career,Birmingham-Southern,27,27,3.2,7.7,.418,1.3,3.1,.400,2.0,4.6,.431,2.7,3.4,.813,,,3.2,3.2,1.3,0.0,,,11.1,-9.79
453,Tristan Thompson,Career,North Texas,128,99,3.6,8.2,.439,2.2,4.6,.472,1.4,3.6,.396,4.1,5.0,.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82
454,Brandon Knight,Career,Kentucky,38,38,5.7,13.5,.423,3.4,7.4,.461,2.3,6.1,.377,3.6,4.5,.795,0.7,3.4,4.0,4.2,0.7,0.2,3.2,2.2,17.3,8.91
455,Kemba Walker,Career,UConn,111,77,5.2,12.2,.428,4.1,8.7,.469,1.1,3.5,.326,4.5,5.8,.783,1.0,3.4,4.4,4.1,1.7,0.3,2.3,1.5,16.1,9.39
456,Jimmer Fredette,Career,BYU,139,102,6.0,13.3,.455,3.9,7.8,.497,2.1,5.4,.394,4.5,5.1,.882,0.5,2.1,2.6,3.7,1.2,0.1,2.5,1.2,18.7,3.56
457,Klay Thompson,Career,Washington State,98,96,6.1,14.4,.424,3.6,8.1,.450,2.5,6.3,.390,3.2,3.9,.827,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32
458,Alec Burks,Career,Colorado,68,67,6.2,12.6,.495,5.5,10.4,.533,0.7,2.2,.313,5.9,7.3,.804,2.2,3.6,5.8,2.4,1.1,0.4,2.3,2.4,19.0,6.65
459,Markieff Morris,Career,Kansas,109,43,3.1,5.7,.553,2.8,4.8,.579,0.3,0.9,.404,1.9,2.9,.653,2.0,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5,7.92
460,Marcus Morris,Career,Kansas,109,90,4.7,8.4,.555,4.3,7.3,.585,0.4,1.1,.358,2.9,4.3,.660,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6,7.92
461,Kawhi Leonard,Career,San Diego State,70,69,5.4,12.0,.449,4.8,9.7,.497,0.6,2.3,.250,2.8,3.7,.744,3.3,6.9,10.2,2.2,1.4,0.6,2.2,2.5,14.1,5.29
462,Nikola Vučević,Career,USC,87,67,4.2,8.3,.509,3.8,6.9,.551,0.4,1.4,.303,2.2,2.9,.746,2.4,5.5,8.0,1.1,0.5,1.1,1.5,2.4,11.1,7.86
463,Iman Shumpert,Career,Georgia Tech,92,91,4.2,10.6,.396,3.0,6.7,.450,1.2,4.0,.305,3.1,4.1,.738,1.1,3.4,4.5,4.2,2.3,0.2,3.0,2.7,12.7,7.34
464,Chris Singleton,Career,Florida State,95,91,3.5,8.4,.419,2.4,5.1,.476,1.1,3.3,.330,2.1,3.5,.592,2.0,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,7.05
465,Tobias Harris,Career,Tennessee,34,33,5.4,11.8,.460,4.8,9.6,.497,0.7,2.2,.303,3.8,5.0,.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,8.73
466,Nolan Smith,Career,Duke,143,97,4.7,10.4,.448,3.5,7.3,.482,1.2,3.2,.368,2.9,3.6,.800,0.8,2.0,2.8,2.8,1.0,0.1,2.0,1.9,13.4,8.97
467,Kenneth Faried,Career,Morehead State,136,122,5.8,10.1,.569,5.7,10.0,.572,0.0,0.1,.250,3.2,5.6,.583,4.4,7.9,12.3,0.9,1.7,1.8,2.2,3.1,14.8,-4.03
468,Reggie Jackson,Career,Boston College,99,52,4.6,9.9,.465,3.4,6.4,.527,1.2,3.5,.351,2.3,3.0,.753,1.4,3.0,4.4,3.5,0.8,0.5,2.1,1.7,12.7,7.25
469,MarShon Brooks,Career,Providence,113,56,5.2,11.2,.464,3.8,7.0,.543,1.4,4.2,.333,2.6,3.6,.739,1.6,2.7,4.3,1.5,1.1,0.7,1.8,2.0,14.4,7.44
470,Jordan Hamilton,Career,Lehigh,93,38,1.5,3.5,.425,0.9,1.6,.547,0.6,1.9,.324,0.7,1.0,.753,0.5,0.9,1.4,0.5,0.3,0.3,0.7,1.7,4.3,-6.72
471,JaJuan Johnson,Career,Purdue,140,119,5.0,10.1,.501,4.9,9.6,.512,0.1,0.4,.250,3.5,4.7,.743,2.0,4.1,6.1,0.7,0.7,1.9,1.3,1.8,13.7,7.64
472,Norris Cole,Career,Cleveland State,140,106,4.8,11.1,.435,3.8,8.0,.480,1.0,3.1,.321,3.5,4.2,.826,0.6,2.5,3.2,3.3,1.5,0.1,2.0,2.2,14.1,1.92
473,Cory Joseph,Career,Texas,36,36,3.8,8.9,.422,2.3,5.4,.429,1.4,3.5,.413,1.4,2.0,.699,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,7.96
474,Jimmy Butler,Career,Marquette,106,69,3.7,7.2,.508,3.3,6.4,.525,0.3,0.9,.383,4.3,5.6,.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,8.21
475,Justin Harper,Career,Richmond,137,96,3.9,8.1,.483,2.6,4.7,.557,1.3,3.4,.382,1.5,2.1,.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,2.46
476,Kyle Singler,Career,Duke,148,147,5.5,12.7,.433,3.7,7.7,.479,1.8,5.0,.363,3.4,4.3,.773,2.4,4.4,6.9,2.0,1.1,0.7,2.1,2.6,16.2,8.97
477,Shelvin Mack,Career,Butler,108,107,4.8,11.4,.419,2.8,5.8,.480,2.0,5.6,.357,2.6,3.4,.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,4.05
478,Tyler Honeycutt,Career,UCLA,59,51,3.6,8.4,.431,2.5,5.3,.473,1.1,3.1,.359,2.0,2.9,.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.90
479,Jordan Williams,Career,Maryland,66,64,5.1,9.7,.528,5.1,9.7,.528,0.0,0.0,,3.0,5.3,.559,3.3,6.9,10.2,0.4,0.7,1.2,1.3,2.6,13.2,6.85
480,Trey Thompkins,Career,Georgia,89,81,6.0,12.8,.469,5.1,10.3,.496,0.9,2.5,.357,2.8,3.8,.729,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,6.56
481,Chandler Parsons,Career,Florida,142,81,3.7,7.8,.477,2.6,4.6,.575,1.1,3.2,.337,1.7,2.8,.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2,5.90
482,Jon Leuer,Career,Wisconsin,123,68,4.2,8.7,.482,3.4,6.5,.521,0.8,2.2,.368,2.0,2.7,.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06
483,Darius Morris,Career,Michigan,67,53,3.8,8.0,.469,3.4,6.5,.528,0.3,1.5,.223,2.0,2.9,.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,10.03
484,Malcolm Lee,Career,UCLA,94,65,3.3,7.5,.441,2.6,4.8,.533,0.8,2.7,.278,2.3,3.2,.717,0.8,2.2,3.0,2.0,0.8,0.2,1.7,2.0,9.7,7.66
485,Charles Jenkins,Career,Hofstra,128,128,6.6,14.5,.456,5.2,10.8,.482,1.4,3.7,.382,5.0,6.2,.811,1.0,3.3,4.3,3.8,1.7,0.6,3.0,2.5,19.6,-1.45
486,Josh Harrellson,Career,Kentucky,94,40,2.0,3.6,.549,1.9,3.3,.571,0.1,0.3,.310,0.6,1.0,.649,1.9,2.8,4.7,0.4,0.5,0.9,0.6,1.4,4.7,6.85
487,Andrew Goudelock,Career,College of Charleston,140,124,6.8,14.9,.457,4.0,8.1,.494,2.8,6.8,.413,1.9,2.2,.838,0.6,2.7,3.3,3.0,0.9,0.3,2.2,1.5,18.4,-2.92
488,Travis Leslie,Career,Georgia,90,68,4.6,9.6,.482,4.4,9.0,.492,0.2,0.6,.333,2.7,3.7,.743,2.7,3.4,6.1,2.1,1.1,0.7,2.0,1.8,12.2,6.56
489,Keith Benson,Career,Oakland,135,126,5.1,9.1,.558,5.0,8.9,.562,0.1,0.2,.379,3.9,5.7,.679,2.5,5.7,8.2,0.7,0.5,2.7,1.4,2.8,14.1,-1.32
490,Josh Selby,Career,Kansas,26,11,2.8,7.4,.373,1.5,3.8,.384,1.3,3.6,.362,1.1,1.4,.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62
491,Lavoy Allen,Career,Temple,135,130,4.4,8.2,.534,4.2,7.7,.549,0.1,0.5,.288,1.6,2.4,.671,3.0,5.5,8.5,2.1,0.5,1.6,1.4,2.5,10.5,4.24
492,Jon Diebler,Career,Ohio State,144,114,3.3,7.7,.427,0.7,1.5,.474,2.6,6.3,.416,1.5,1.8,.821,0.3,2.5,2.8,1.9,1.0,0.2,1.2,1.3,10.7,7.99
493,Vernon Macklin,,Florida,71,69,4.9,8.2,.599,4.9,8.2,.599,0.0,0.0,,1.3,2.6,.511,2.4,3.0,5.5,0.8,0.5,0.8,1.5,2.4,11.1,
494,DeAndre Liggins,Career,Kentucky,100,29,1.9,4.8,.407,1.3,2.9,.455,0.6,1.9,.332,1.3,2.0,.643,0.5,2.5,3.0,2.1,0.9,0.5,1.5,1.9,5.8,6.85
495,Ater Majok,Career,UConn,26,22,1.0,2.3,.424,1.0,2.3,.424,0.0,0.0,,0.3,0.8,.409,1.2,1.8,3.0,0.2,0.2,1.6,0.8,2.0,2.3,9.15
496,Isaiah Thomas,Career,Washington,105,104,5.3,12.4,.426,3.7,7.6,.490,1.6,4.8,.325,4.3,6.0,.713,0.7,2.8,3.5,4.0,1.2,0.1,2.7,2.0,16.4,7.81
497,Anthony Davis,Career,Austin Peay,124,115,4.9,11.6,.420,3.7,8.0,.470,1.1,3.6,.311,2.4,3.3,.728,1.4,3.0,4.4,2.3,1.6,0.3,2.0,2.2,13.3,-1.58
498,Michael Kidd-Gilchrist,Career,Kentucky,40,39,4.0,8.2,.491,3.7,6.9,.535,0.3,1.3,.255,3.6,4.8,.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,7.93
499,Bradley Beal,Career,Florida,37,37,4.7,10.6,.445,3.0,5.6,.541,1.7,5.0,.339,3.6,4.7,.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,7.33
500,Dion Waiters,Career,Syracuse,71,0,3.5,7.7,.453,2.5,4.9,.513,1.0,2.8,.348,1.8,2.3,.753,0.4,1.5,1.9,2.0,1.5,0.2,1.1,1.6,9.7,8.40
501,Harrison Barnes,Career,UNC,75,73,5.8,13.6,.430,4.3,9.1,.469,1.5,4.4,.349,3.1,4.3,.734,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61
502,Terrence Ross,Career,Washington,69,39,4.6,10.1,.453,2.9,5.5,.528,1.7,4.6,.364,1.4,1.8,.764,1.1,3.5,4.7,1.2,0.9,0.7,1.4,2.4,12.3,6.51
503,Andre Drummond,Career,UConn,34,30,4.6,8.6,.538,4.6,8.5,.541,0.0,0.1,.000,0.8,2.6,.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,8.07
504,Austin Rivers,Career,Duke,34,33,5.1,11.8,.433,3.4,7.1,.477,1.7,4.7,.365,3.6,5.4,.658,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,8.40
505,Meyers Leonard,Career,Illinois,65,30,3.0,5.4,.567,3.0,5.2,.585,0.0,0.2,.083,1.6,2.2,.729,1.3,3.4,4.7,0.7,0.3,1.1,1.4,2.2,7.7,9.55
506,Jeremy Lamb,Career,UConn,75,74,5.3,11.0,.482,3.8,6.6,.573,1.6,4.5,.348,1.9,2.4,.806,1.1,3.6,4.7,1.7,1.0,0.6,1.6,1.6,14.1,9.25
507,Kendall Marshall,Career,UNC,73,55,2.5,5.6,.446,1.8,3.8,.484,0.7,1.8,.366,1.5,2.2,.693,0.2,2.2,2.3,8.0,1.1,0.1,2.6,1.5,7.2,8.61
