,Pk,Player,College,WS/48,draft_class,College_Games_Played,College_Games_Started,College_Field_Goals_Made_Per_Game,College_Field_Goals_Attempted_Per_Game,College_FG%,College_2PT_Field_Goals_Made_Per_Game,College_2PT_Field_Goals_Attempted_Per_Game,College_2PT_FG%,College_3PT_Field_Goals_Made_Per_Game,College_3PT_Field_Goals_Attempted_Per_Game,College_3PT_FG%,College_Free_Throws_Made_Per_Game,College_Free_Throws_Attempted_Per_Game,College_FT%,Total_Rebounds_pergame,Assists_pergame,Steals_pergame,Blocks_pergame,Turnovers_pergame,Fouls_pergame,Points_pergame,Team_strength_of_schedule
513,19,Andrew Nicholson,St. Bonaventure,0.045,2012.0,123,118.0,6.6,11.4,0.575,6.3,10.8,0.586,0.2,0.6,0.377,3.7,5.1,0.72,7.2,0.7,0.5,2.0,2.4,3.0,17.1,1.35
514,21,Jared Sullinger,Ohio State,0.113,2012.0,74,72.0,6.1,11.5,0.53,5.8,10.8,0.541,0.3,0.7,0.365,4.9,6.7,0.733,9.7,1.2,1.1,0.8,1.8,2.7,17.3,8.73
515,22,Fab Melo,Syracuse,0.021,2012.0,63,54.0,2.1,3.6,0.576,2.1,3.6,0.576,0.0,0.0,,0.7,1.3,0.553,3.8,0.5,0.4,1.8,1.1,2.3,4.9,8.4
516,23,John Jenkins,Vanderbilt,0.065,2012.0,98,74.0,5.3,11.2,0.468,2.1,4.1,0.521,3.1,7.1,0.438,3.3,3.8,0.856,2.7,1.1,0.7,0.3,1.3,1.2,16.9,7.59
517,24,Jared Cunningham,Oregon State,0.017,2012.0,33,12.0,1.8,4.9,0.377,1.1,2.6,0.419,0.8,2.3,0.329,0.7,1.0,0.75,2.6,0.4,0.4,0.4,0.7,2.1,5.2,2.12
518,25,Tony Wroten,Washington,-0.021,2012.0,35,27.0,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,5.0,3.7,1.9,0.4,3.8,2.7,16.0,5.27
519,26,Miles Plumlee,Duke,0.09,2012.0,135,58.0,1.9,3.5,0.557,1.9,3.5,0.557,0.0,0.0,1.0,0.9,1.5,0.625,4.8,0.3,0.5,0.6,1.0,2.3,4.8,8.75
520,27,Arnett Moultrie,Mississippi State,0.113,2012.0,30,30.0,6.0,10.9,0.549,5.7,10.3,0.555,0.3,0.6,0.444,4.1,5.3,0.78,10.5,1.2,0.8,0.8,2.4,2.2,16.4,
521,28,Perry Jones,Baylor,0.048,2012.0,63,62.0,5.5,10.5,0.522,5.3,9.8,0.539,0.2,0.7,0.279,2.6,3.8,0.678,7.4,1.2,0.7,0.7,2.0,2.3,13.7,6.41
522,29,Marquis Teague,Kentucky,-0.045,2012.0,40,40.0,3.6,8.8,0.412,3.0,6.8,0.438,0.7,2.0,0.325,2.1,3.0,0.714,2.5,4.8,0.9,0.3,2.7,2.3,10.0,7.93
523,30,Festus Ezeli,Vanderbilt,0.119,2012.0,121,67.0,2.7,4.9,0.562,2.7,4.9,0.562,0.0,0.0,,2.3,3.9,0.584,4.5,0.1,0.3,1.7,1.6,2.6,7.7,6.64
524,34,Jae Crowder,Marquette,0.105,2012.0,72,52.0,5.2,10.6,0.492,3.8,6.5,0.581,1.4,4.1,0.35,2.7,4.0,0.683,7.6,1.8,1.9,0.9,1.0,2.5,14.6,8.0
525,35,Draymond Green,Michigan State,0.126,2012.0,145,66.0,3.7,8.0,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.76
526,36,Orlando Johnson,UC Santa Barbara,0.059,2012.0,93,92.0,6.5,13.9,0.468,4.5,9.1,0.498,2.0,4.8,0.411,4.7,6.3,0.736,5.8,2.7,1.0,0.6,2.6,2.1,19.6,
527,37,Quincy Acy,Baylor,0.078,2012.0,139,66.0,3.6,6.0,0.602,3.6,6.0,0.604,0.0,0.1,0.429,2.5,3.6,0.708,6.0,0.6,0.7,1.3,1.5,2.6,9.8,7.2
528,38,Quincy Miller,Baylor,-0.003,2012.0,37,35.0,3.7,8.4,0.447,3.1,6.5,0.475,0.6,1.9,0.348,2.5,3.1,0.816,4.9,1.4,0.7,0.6,1.8,1.9,10.6,8.03
529,39,Khris Middleton,Texas A&M,0.117,2012.0,87,72.0,3.9,9.1,0.431,2.9,5.8,0.494,1.1,3.3,0.321,2.4,3.1,0.768,4.6,2.0,1.0,0.2,2.0,2.1,11.3,7.42
530,41,Tyshawn Taylor,Kansas,-0.088,2012.0,146,126.0,3.8,7.9,0.477,3.0,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,2.2,3.9,1.2,0.2,2.6,2.1,10.8,8.42
531,42,Doron Lamb,Kentucky,0.005,2012.0,78,49.0,4.3,8.9,0.485,2.5,5.0,0.492,1.8,3.9,0.475,2.6,3.2,0.811,2.3,1.6,0.5,0.1,1.2,2.0,13.1,8.42
532,43,Mike Scott,Virginia,0.088,2012.0,55,33.0,1.9,5.0,0.389,1.5,3.6,0.429,0.4,1.4,0.286,1.9,2.8,0.677,3.5,2.0,1.3,0.1,1.6,2.9,6.2,-5.05
533,44,Kim English,Missouri,0.021,2012.0,141,106.0,3.7,8.7,0.42,2.0,4.4,0.444,1.7,4.3,0.394,2.1,2.9,0.727,3.0,1.4,1.1,0.2,1.7,1.8,11.1,6.32
534,45,Justin Hamilton,LSU,0.091,2012.0,113,81.0,2.6,5.4,0.489,2.0,3.3,0.589,0.7,2.1,0.331,0.9,1.2,0.739,2.6,2.7,1.5,0.3,1.3,1.8,6.9,8.04
535,46,Darius Miller,Kentucky,0.059,2012.0,152,82.0,2.9,6.5,0.448,1.8,3.5,0.509,1.2,3.0,0.379,1.2,1.5,0.815,3.2,1.8,0.8,0.7,1.4,2.3,8.2,7.12
536,47,Kevin Murphy,Tennessee Technological University,-0.272,2012.0,128,109.0,5.5,12.5,0.443,4.0,8.4,0.476,1.5,4.0,0.372,3.3,4.4,0.734,4.2,1.9,0.8,0.2,3.0,2.1,15.8,-4.01
537,51,Kris Joseph,Syracuse,-0.127,2012.0,140,77.0,3.5,7.8,0.449,2.7,5.4,0.501,0.8,2.4,0.331,2.7,3.9,0.702,4.5,1.5,1.3,0.5,1.6,1.6,10.5,8.37
538,55,Darius Johnson-Odom,Marquette,-0.597,2012.0,105,90.0,5.3,12.0,0.444,3.2,6.7,0.476,2.1,5.2,0.403,3.0,4.1,0.722,3.1,2.5,0.9,0.2,2.1,2.3,15.7,8.08
539,58,Robbie Hummel,Purdue,0.066,2012.0,127,120.0,4.6,10.4,0.443,2.9,6.0,0.483,1.7,4.4,0.389,3.1,3.7,0.841,6.8,2.1,1.0,0.9,1.1,2.4,14.0,7.48
540,59,Marcus Denmon,Missouri,,2012.0,141,71.0,4.2,9.3,0.455,2.2,4.3,0.518,2.0,5.0,0.401,2.1,2.6,0.799,3.4,1.7,1.3,0.1,1.0,1.3,12.6,6.32
541,60,Robert Sacre,Gonzaga,0.042,2012.0,136,111.0,3.0,6.0,0.504,3.0,5.9,0.505,0.0,0.0,0.25,3.3,4.5,0.735,5.0,0.7,0.5,1.4,1.6,2.3,9.3,3.36
542,1,Anthony Bennett,UNLV,0.013,2013.0,35,31.0,5.8,10.8,0.533,4.7,8.1,0.587,1.0,2.7,0.375,3.5,5.1,0.701,8.1,1.0,0.7,1.2,1.9,2.3,16.1,5.6
543,2,Victor Oladipo,Indiana,0.076,2013.0,104,75.0,3.9,7.3,0.538,3.4,5.9,0.585,0.5,1.4,0.338,2.5,3.5,0.716,5.2,1.7,1.5,0.5,2.0,2.4,10.7,7.95
544,4,Cody Zeller,Indiana,0.14,2013.0,72,72.0,5.5,9.4,0.592,5.5,9.3,0.594,0.0,0.0,0.0,5.0,6.6,0.756,7.3,1.3,1.2,1.2,2.0,2.5,16.1,8.09
545,5,Alex Len,Maryland,0.096,2013.0,60,48.0,3.8,7.0,0.538,3.7,6.8,0.548,0.0,0.2,0.111,2.2,3.3,0.663,7.0,0.8,0.2,2.1,1.6,2.6,9.7,5.33
546,6,Nerlens Noel,Kentucky,0.132,2013.0,24,24.0,4.1,6.9,0.59,4.1,6.9,0.59,0.0,0.0,,2.3,4.3,0.529,9.5,1.6,2.1,4.4,1.9,2.6,10.5,5.81
547,7,Ben McLemore,Kansas,0.035,2013.0,37,36.0,5.4,10.8,0.495,3.4,6.1,0.553,2.0,4.7,0.42,3.2,3.7,0.87,5.2,2.0,1.0,0.7,2.1,1.9,15.9,7.55
548,8,Kentavious Caldwell-Pope,Georgia,0.084,2013.0,64,60.0,5.3,12.7,0.415,3.0,5.9,0.504,2.3,6.9,0.339,2.9,3.9,0.752,6.1,1.5,1.9,0.4,1.6,2.2,15.8,7.06
549,9,Trey Burke,Michigan,0.06,2013.0,73,71.0,6.0,13.3,0.45,4.2,8.3,0.499,1.8,5.0,0.367,3.1,4.0,0.777,3.3,5.7,1.3,0.5,2.5,1.7,16.9,9.52
550,10,CJ McCollum,Lehigh,0.101,2013.0,111,108.0,6.9,15.7,0.439,5.0,10.5,0.47,2.0,5.2,0.377,5.5,6.7,0.825,6.3,2.7,2.1,0.5,2.4,1.8,21.3,-5.41
551,11,Michael Carter-Williams,Syracuse,0.032,2013.0,66,40.0,2.7,6.8,0.398,2.1,4.8,0.438,0.6,2.1,0.307,2.2,3.2,0.679,3.6,5.2,2.0,0.4,2.3,1.8,8.2,8.29
552,12,Steven Adams,Pitt,0.15,2013.0,32,32.0,3.1,5.5,0.571,3.1,5.5,0.571,0.0,0.0,,1.0,2.2,0.443,6.3,0.6,0.7,2.0,1.1,1.6,7.2,5.66
553,13,Kelly Olynyk,Gonzaga,0.124,2013.0,101,31.0,3.3,5.6,0.594,3.1,4.9,0.634,0.2,0.7,0.333,2.0,2.8,0.709,4.6,1.1,0.5,0.5,1.4,2.0,8.9,3.99
554,14,Shabazz Muhammad,UCLA,0.085,2013.0,32,30.0,6.3,14.3,0.443,5.1,10.9,0.463,1.3,3.3,0.377,4.0,5.6,0.711,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.77
555,18,Shane Larkin,Miami (FL),0.044,2013.0,68,54.0,3.8,8.6,0.438,2.3,4.6,0.491,1.5,4.0,0.375,2.2,2.7,0.808,3.2,3.6,1.8,0.1,2.1,1.6,11.2,7.02
556,20,Tony Snell,New Mexico,0.068,2013.0,104,76.0,3.0,7.1,0.421,1.4,2.9,0.48,1.6,4.2,0.38,1.6,1.9,0.821,2.4,2.0,0.5,0.3,1.5,1.2,9.2,4.94
557,21,Gorgui Dieng,Louisville,0.117,2013.0,102,81.0,3.3,6.1,0.545,3.3,6.0,0.546,0.0,0.0,0.333,1.7,2.7,0.64,7.9,1.2,1.0,2.6,1.6,2.7,8.3,8.79
558,22,Mason Plumlee,Duke,0.149,2013.0,141,99.0,3.7,6.5,0.574,3.7,6.4,0.578,0.0,0.1,0.2,2.4,4.0,0.583,7.7,1.5,0.8,1.4,2.0,2.5,9.8,8.87
559,23,Solomon Hill,Arizona,0.059,2013.0,139,129.0,3.5,7.3,0.481,2.7,5.1,0.528,0.8,2.2,0.375,2.5,3.3,0.745,5.6,2.2,0.9,0.4,2.1,2.4,10.3,7.05
560,25,Reggie Bullock,UNC,0.082,2013.0,46,22.0,1.1,2.7,0.426,1.1,2.4,0.455,0.0,0.2,0.1,0.5,1.0,0.522,2.0,0.4,0.6,0.1,,0.5,2.8,-9.3
561,26,Andre Roberson,Colorado,0.089,2013.0,105,65.0,3.6,7.1,0.516,3.2,5.7,0.555,0.5,1.4,0.35,1.9,3.2,0.582,10.0,1.1,1.6,1.4,1.7,2.6,9.6,6.42
562,29,Archie Goodwin,Kentucky,0.022,2013.0,33,33.0,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.81
563,31,Allen Crabbe,California,0.072,2013.0,98,97.0,5.4,12.2,0.446,3.3,6.6,0.5,2.1,5.6,0.382,2.7,3.3,0.819,5.7,2.2,0.9,0.6,1.9,1.7,15.7,7.14
564,33,Carrick Felix,Arizona State,0.057,2013.0,94,69.0,3.6,8.0,0.456,2.6,4.7,0.545,1.1,3.2,0.326,1.9,2.6,0.704,4.8,1.3,1.0,0.8,1.7,2.4,10.2,5.36
565,34,Isaiah Canaan,Murray State,0.043,2013.0,132,83.0,4.8,10.7,0.45,2.5,5.2,0.483,2.3,5.5,0.419,3.6,4.5,0.803,2.8,2.9,1.2,0.1,2.4,1.8,15.5,-3.55
566,37,Tony Mitchell,University of North Texas,0.151,2013.0,70,,0.9,2.7,0.333,0.6,1.5,0.38,0.3,1.2,0.274,0.3,0.6,0.455,1.5,0.5,0.2,0.1,,0.3,2.4,-10.51
567,38,Nate Wolters,South Dakota State,0.028,2013.0,127,109.0,6.1,13.5,0.45,4.8,9.9,0.49,1.2,3.6,0.342,5.1,6.4,0.803,4.7,5.3,1.5,0.2,2.2,1.8,18.5,-3.56
568,39,Jeff Withey,Kansas,0.157,2013.0,117,76.0,2.8,4.9,0.568,2.8,4.9,0.567,0.0,0.0,1.0,2.4,3.3,0.726,5.4,0.6,0.5,2.7,1.2,1.8,8.0,8.34
569,40,Grant Jerrett,Arizona,-0.128,2013.0,34,2.0,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.405,0.5,0.6,0.818,3.6,0.5,0.5,1.0,0.6,1.3,5.2,7.48
570,41,Jamaal Franklin,San Diego State,-0.006,2013.0,85,54.0,4.3,10.0,0.426,3.1,6.2,0.504,1.2,3.8,0.302,4.0,5.1,0.78,7.0,1.9,1.0,0.6,2.6,2.1,13.7,5.43
571,44,Mike Muscala,Bucknell,0.12,2013.0,133,118.0,5.4,10.8,0.501,5.3,10.3,0.51,0.2,0.5,0.313,4.3,5.2,0.819,8.2,1.6,0.4,2.0,1.6,2.3,15.3,-3.93
572,46,Erick Green,Virginia Tech,0.011,2013.0,129,89.0,4.6,10.5,0.437,3.5,7.3,0.48,1.1,3.2,0.338,3.2,4.0,0.804,2.6,2.5,1.2,0.2,1.4,1.6,13.5,5.99
573,48,Ryan Kelly,Duke,0.046,2013.0,41,0.0,0.7,1.2,0.529,0.7,1.2,0.54,0.0,0.0,0.0,0.4,0.9,0.474,1.9,0.4,0.2,0.3,0.6,2.2,1.8,-2.08
574,49,Erik Murphy,Florida,-0.055,2013.0,136,67.0,2.9,5.7,0.514,1.9,3.3,0.572,1.1,2.4,0.435,0.8,1.1,0.757,3.7,0.7,0.4,0.6,1.0,2.2,7.7,7.23
575,51,Romero Osby,Oklahoma,,2013.0,63,62.0,5.1,10.0,0.509,4.8,9.5,0.512,0.3,0.6,0.457,4.0,5.3,0.761,7.2,1.1,0.6,0.9,1.6,2.5,14.4,
576,52,Lorenzo Brown,NC State,-0.007,2013.0,101,95.0,4.1,9.5,0.429,3.4,7.4,0.464,0.6,2.1,0.305,2.8,3.8,0.741,4.2,5.8,1.7,0.5,3.0,1.9,11.6,6.93
577,53,Colton Iverson,Colorado State,,2013.0,35,35.0,5.2,8.8,0.596,5.2,8.8,0.596,0.0,0.0,,3.7,6.3,0.59,9.8,1.3,0.6,0.7,2.0,2.6,14.2,
578,54,Arsalan Kazemi,Oregon,,2013.0,35,27.0,3.2,5.4,0.595,3.2,5.4,0.598,0.0,0.0,0.0,2.9,4.3,0.675,10.0,1.4,2.0,0.7,1.5,1.9,9.4,
579,56,Peyton Siva,Louisville,-0.032,2013.0,144,113.0,2.9,6.9,0.417,2.2,4.5,0.482,0.7,2.4,0.291,2.0,2.8,0.737,2.4,4.7,1.8,0.1,2.7,2.6,8.4,8.59
580,57,Alex Oriakhi,Missouri,,2013.0,34,34.0,4.1,6.4,0.639,4.1,6.4,0.639,0.0,0.0,,3.1,4.2,0.746,8.4,0.4,0.6,1.6,1.4,2.3,11.2,
581,58,Deshaun Thomas,Ohio State,,2013.0,113,77.0,5.4,11.2,0.478,4.1,7.5,0.545,1.3,3.7,0.342,2.4,3.0,0.802,5.0,0.9,0.4,0.2,1.1,1.4,14.4,8.93
582,1,Andrew Wiggins,Kansas,0.057,2014.0,35,35.0,5.4,12.1,0.448,4.2,8.5,0.493,1.2,3.6,0.341,5.0,6.5,0.775,5.9,1.5,1.2,1.0,2.3,2.7,17.1,11.4
583,2,Jabari Parker,Duke,0.078,2014.0,35,35.0,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3.0,0.358,4.6,6.1,0.748,8.7,1.2,1.1,1.2,2.3,2.4,19.1,8.48
584,3,Joel Embiid,Kansas,0.215,2014.0,28,20.0,3.8,6.1,0.626,3.8,5.9,0.639,0.0,0.2,0.2,3.5,5.1,0.685,8.1,1.4,0.9,2.6,2.4,3.4,11.2,11.4
585,4,Aaron Gordon,Arizona,0.098,2014.0,38,38.0,5.0,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2.0,4.7,0.422,8.0,2.0,0.9,1.0,1.4,2.4,12.4,9.04
586,6,Marcus Smart,Oklahoma State,0.092,2014.0,64,63.0,4.9,11.9,0.413,3.5,7.3,0.488,1.4,4.6,0.295,5.5,7.3,0.751,5.9,4.5,2.9,0.6,3.0,2.9,16.6,7.53
587,7,Julius Randle,Kentucky,0.1,2014.0,40,40.0,4.9,9.8,0.501,4.8,9.3,0.517,0.1,0.5,0.167,5.1,7.2,0.706,10.4,1.4,0.5,0.8,2.5,2.3,15.0,9.9
588,8,Nik Stauskas,Michigan,0.028,2014.0,75,69.0,4.3,9.2,0.467,2.0,4.0,0.5,2.3,5.2,0.441,3.2,3.9,0.832,2.9,2.3,0.6,0.3,1.5,1.0,14.1,9.85
589,9,Noah Vonleh,Indiana,0.077,2014.0,30,29.0,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64
590,10,Elfrid Payton,Louisiana,0.057,2014.0,100,78.0,5.0,10.3,0.485,4.7,9.2,0.512,0.3,1.1,0.268,3.9,6.5,0.611,5.1,4.9,2.0,0.5,3.4,2.3,14.3,-1.59
591,11,Doug McDermott,Creighton,0.079,2014.0,145,145.0,7.9,14.3,0.55,6.0,10.2,0.587,1.9,4.1,0.458,4.1,4.9,0.831,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29
592,13,Zach LaVine,UCLA,0.082,2014.0,37,1.0,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62
593,15,Adreian Payne,Michigan State,-0.019,2014.0,138,94.0,3.2,6.2,0.526,2.8,5.1,0.551,0.4,1.1,0.409,2.0,2.7,0.755,5.3,0.6,0.6,1.0,1.4,2.2,8.9,10.35
594,17,James Young,Kentucky,0.046,2014.0,40,39.0,4.6,11.3,0.407,2.5,5.4,0.47,2.1,5.9,0.349,3.1,4.4,0.706,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.9
595,18,Tyler Ennis,Syracuse,0.026,2014.0,34,34.0,4.4,10.6,0.411,3.5,8.1,0.429,0.9,2.5,0.353,3.4,4.4,0.765,3.4,5.5,2.1,0.2,1.7,2.0,12.9,7.25
596,19,Gary Harris,Michigan State,0.076,2014.0,69,67.0,5.0,11.4,0.44,2.9,5.7,0.503,2.1,5.6,0.376,2.7,3.5,0.788,3.3,2.0,1.6,0.3,1.6,2.0,14.9,9.96
597,21,Mitch McGary,Michigan,0.108,2014.0,47,12.0,3.5,5.9,0.588,3.5,5.9,0.592,0.0,0.0,0.0,0.8,1.6,0.513,6.6,0.8,1.2,0.7,1.3,2.5,7.8,9.85
598,22,Jordan Adams,UCLA,0.07,2014.0,69,63.0,5.4,11.6,0.467,4.0,7.3,0.548,1.4,4.3,0.331,4.2,5.0,0.839,4.6,2.1,2.4,0.2,1.4,2.1,16.4,7.69
599,23,Rodney Hood,Duke,0.076,2014.0,35,33.0,5.5,11.8,0.464,3.4,6.9,0.494,2.0,4.8,0.42,3.1,3.9,0.807,3.9,2.1,0.7,0.3,1.5,2.6,16.1,
600,24,Shabazz Napier,UConn,0.065,2014.0,143,98.0,4.2,10.1,0.411,2.3,5.3,0.444,1.8,4.8,0.375,3.6,4.4,0.813,4.0,4.5,1.8,0.2,2.4,2.1,13.7,8.64
601,29,Josh Huestis,Stanford,0.03,2014.0,135,75.0,2.9,6.4,0.451,2.4,4.9,0.492,0.5,1.5,0.319,1.3,2.1,0.61,6.2,0.8,0.5,1.4,0.9,1.7,7.5,6.38
602,33,Joe Harris,Virginia,0.092,2014.0,15,1.0,1.3,2.8,0.452,0.7,1.2,0.556,0.6,1.6,0.375,0.0,0.3,0.0,1.6,0.3,0.2,0.0,0.4,0.7,3.1,-4.83
603,34,Cleanthony Early,Wichita State,-0.039,2014.0,75,58.0,4.9,10.5,0.47,3.4,6.2,0.555,1.5,4.3,0.348,3.7,4.6,0.819,5.7,0.7,0.8,0.8,1.7,2.4,15.1,3.91
604,35,Jarnell Stokes,Tennessee,0.202,2014.0,87,84.0,4.7,8.9,0.53,4.7,8.9,0.532,0.0,0.0,0.0,3.5,5.6,0.628,9.6,1.5,0.7,1.1,2.1,2.2,13.0,6.83
605,37,DeAndre Daniels,UConn,,2014.0,99,80.0,3.6,8.0,0.454,2.8,5.6,0.499,0.8,2.4,0.349,1.5,2.0,0.752,4.6,0.5,0.6,1.2,1.3,2.0,9.6,8.04
606,38,Spencer Dinwiddie,Colorado,0.107,2014.0,86,86.0,3.4,8.0,0.42,2.0,4.6,0.446,1.3,3.5,0.386,4.9,5.9,0.83,3.3,2.6,1.1,0.3,1.8,2.1,13.0,7.48
607,39,Jerami Grant,Syracuse,0.092,2014.0,72,29.0,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.3,2.2,3.5,0.641,4.7,0.9,0.6,0.5,0.9,1.8,7.5,7.91
608,42,Nick Johnson,Arizona,-0.02,2014.0,108,101.0,4.1,9.7,0.421,2.8,6.0,0.459,1.3,3.7,0.359,2.8,3.9,0.734,3.7,2.8,1.3,0.6,1.8,2.0,12.3,7.05
609,44,Markel Brown,Oklahoma State,0.029,2014.0,134,103.0,4.1,9.4,0.439,3.0,6.2,0.486,1.1,3.1,0.347,3.0,4.1,0.733,4.3,2.3,1.0,0.8,1.8,2.1,12.4,7.74
610,45,Dwight Powell,Stanford,0.185,2014.0,136,105.0,3.8,8.2,0.464,3.5,7.3,0.484,0.2,0.8,0.289,3.0,4.1,0.722,6.3,1.8,0.9,0.9,2.1,2.9,10.8,6.38
611,46,Jordan Clarkson,Missouri,0.062,2014.0,35,35.0,6.0,13.3,0.448,5.1,10.1,0.501,0.9,3.3,0.281,4.6,5.6,0.831,3.8,3.4,1.1,0.2,2.7,2.2,17.5,
612,47,Russ Smith,Louisville,-0.068,2014.0,133,80.0,4.7,11.3,0.413,3.3,7.4,0.449,1.4,3.9,0.345,3.7,4.8,0.76,2.7,2.8,1.9,0.1,2.4,2.4,14.3,7.79
613,48,Lamar Patterson,Pitt,0.006,2014.0,149,106.0,3.2,7.4,0.435,2.1,4.3,0.483,1.1,3.1,0.369,1.9,2.6,0.723,3.9,2.9,1.0,0.3,1.6,1.9,9.5,6.87
614,49,Cameron Bairstow,New Mexico,-0.021,2014.0,134,55.0,3.1,6.0,0.517,3.1,6.0,0.519,0.0,0.0,0.333,3.0,4.2,0.717,4.8,0.8,0.5,0.7,1.2,2.1,9.2,4.92
615,50,Alec Brown,Green Bay,,2014.0,126,125.0,4.8,10.3,0.465,4.2,8.8,0.476,0.6,1.5,0.4,3.1,4.2,0.748,6.3,0.9,0.6,2.5,2.1,2.7,13.3,0.76
616,55,Semaj Christon,Xavier,0.006,2014.0,64,63.0,5.7,12.3,0.462,5.3,11.1,0.476,0.4,1.2,0.338,4.4,6.6,0.67,2.8,4.4,1.4,0.2,3.1,2.4,16.2,6.55
617,58,Jordan McRae,Tennessee,0.048,2014.0,114,74.0,4.4,10.4,0.417,2.8,5.9,0.475,1.6,4.6,0.343,3.1,4.0,0.769,3.3,1.8,0.6,0.9,2.0,1.9,13.3,7.3
618,59,Xavier Thames,San Diego State,,2014.0,97,91.0,3.8,9.8,0.393,2.7,6.5,0.411,1.2,3.3,0.357,3.8,4.6,0.829,2.9,3.3,1.2,0.2,1.9,1.9,12.7,
619,60,Cory Jefferson,Baylor,0.071,2014.0,130,76.0,3.3,6.1,0.543,3.2,5.7,0.556,0.1,0.4,0.34,2.2,3.3,0.66,5.6,0.4,0.3,1.3,0.8,1.7,8.9,8.32
620,1,Karl-Anthony Towns,Kentucky,0.189,2015.0,39,39.0,3.7,6.6,0.566,3.7,6.4,0.577,0.1,0.2,0.25,2.8,3.4,0.813,6.7,1.1,0.5,2.3,1.4,2.9,10.3,8.67
621,3,Jahlil Okafor,Duke,0.071,2015.0,38,38.0,7.3,11.1,0.664,7.3,11.1,0.664,0.0,0.0,,2.6,5.1,0.51,8.5,1.3,0.8,1.4,2.5,2.1,17.3,9.87
622,6,Willie Cauley-Stein,Kentucky,0.121,2015.0,105,70.0,3.3,5.6,0.593,3.3,5.6,0.593,0.0,0.0,,1.4,2.8,0.508,6.2,0.9,1.1,2.2,1.2,2.3,8.0,8.13
623,8,Stanley Johnson,Arizona,0.037,2015.0,38,37.0,4.6,10.3,0.446,3.4,7.2,0.478,1.1,3.1,0.371,3.5,4.7,0.742,6.5,1.7,1.5,0.4,2.2,2.6,13.8,7.41
624,9,Frank Kaminsky,Wisconsin,0.094,2015.0,144,79.0,3.7,7.0,0.522,3.0,5.1,0.58,0.7,1.9,0.369,2.1,2.7,0.763,4.6,1.3,0.5,1.1,0.8,1.6,10.1,9.61
625,10,Justise Winslow,Duke,0.044,2015.0,39,39.0,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4.0,0.641,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87
626,11,Myles Turner,Texas,0.129,2015.0,34,7.0,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07
627,12,Trey Lyles,Kentucky,0.086,2015.0,36,21.0,3.3,6.7,0.488,3.1,5.9,0.536,0.1,0.8,0.138,2.1,2.8,0.735,5.2,1.1,0.5,0.4,1.1,1.6,8.7,8.67
628,13,Devin Booker,Kentucky,0.096,2015.0,128,94.0,3.5,7.0,0.496,3.3,6.4,0.518,0.2,0.6,0.275,1.9,2.9,0.658,5.7,0.8,0.6,0.6,1.6,2.3,9.0,5.59
629,14,Cameron Payne,Murray State,0.075,2015.0,69,69.0,6.3,14.6,0.432,4.0,8.3,0.487,2.3,6.3,0.359,3.7,4.7,0.781,3.7,5.7,1.8,0.5,2.9,2.4,18.5,-3.19
630,16,Terry Rozier,Louisville,0.084,2015.0,73,45.0,4.2,10.3,0.408,3.1,6.8,0.447,1.2,3.5,0.331,2.4,3.1,0.772,4.3,2.4,1.5,0.1,1.4,1.6,12.0,6.89
631,17,Rashad Vaughn,UNLV,-0.017,2015.0,23,23.0,6.3,14.3,0.439,3.9,8.1,0.481,2.3,6.1,0.383,3.0,4.3,0.694,4.8,1.6,0.8,0.3,2.2,2.3,17.8,3.38
632,18,Sam Dekker,Wisconsin,0.083,2015.0,113,81.0,4.4,9.0,0.493,3.2,5.3,0.591,1.3,3.6,0.348,2.0,2.8,0.695,5.0,1.3,0.6,0.5,1.0,1.2,12.1,10.07
633,19,Jerian Grant,Notre Dame,0.08,2015.0,119,117.0,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.345,3.8,4.8,0.79,2.9,5.8,1.5,0.3,2.2,1.8,14.6,6.88
