,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,FNAME
,,,,,,,,,,,,,,,,,,14.6,0.125,0.3,3.2,Tyrese-Maxey
,,,,,,,,,,,,,,,,,,4.3,0.112,-2.7,-0.3,Zeke-Nnaji
,,,,,,,,,,,,,,,,,,14.1,0.126,1,4.1,Immanuel-Quickley
,,,,,,,,,,,,,,,,,,6.2,0.102,-0.4,1.2,Payton-Pritchard
,,,,,,,,,,,,,,,,,,1.8,0.14,-1.2,0.1,Udoka-Azubuike
,,,,,,,,,,,,,,,,,,8.3,0.069,-2.3,-0.5,Jaden-McDaniels
,,,,,,,,,,,,,,,,,,2.3,0.052,-2.8,-0.4,Malachi-Flynn
,,,,,,,,,,,,,,,,,,16,0.136,2,5.7,Desmond-Bane
,,,,,,,,,,,,,,,,,,0,-0.035,-4.8,0,Tyrell-Terry
,,,,,,,,,,,,,,,,,,0.2,0.058,-6.3,-0.2,Vernon-Carey Jr.
,,,,,,,,,,,,,,,,,,0.3,0.086,-5.2,-0.2,Daniel-Oturu
,,,,,,,,,,,,,,,,,,8.8,0.143,0.9,2.1,Xavier-Tillman Sr.
,,,,,,,,,,,,,,,,,,0,-0.033,-9.5,-0.1,Tyler-Bey
,,,,,,,,,,,,,,,,,,3.1,0.084,-1.4,0.3,Saben-Lee
,,,,,,,,,,,,,,,,,,-0.4,-0.039,-6.4,-0.5,Elijah-Hughes
,,,,,,,,,,,,,,,,,,-0.1,-0.077,-7.7,-0.1,Robert-Woodard II
,,,,,,,,,,,,,,,,,,6.7,0.094,-1,0.8,Tre-Jones
,,,,,,,,,,,,,,,,,,5.2,0.151,-1.8,0.1,Nick-Richards
,,,,,,,,,,,,,,,,,,-0.1,-0.023,-5.9,-0.2,Jahmi'us-Ramsey
,,,,,,,,,,,,,,,,,,2.5,0.045,-2.9,-0.6,Jordan-Nwora
,,,,,,,,,,,,,,,,,,0.5,0.018,-5.2,-1.1,CJ-Elleby
,,,,,,,,,,,,,,,,,,0.2,0.029,-3.9,-0.2,Nico-Mannion
,,,,,,,,,,,,,,,,,,4.9,0.098,-1.1,0.5,Isaiah-Joe
,,,,,,,,,,,,,,,,,,1.7,0.123,0.1,0.4,Skylar-Mays
,,,,,,,,,,,,,,,,,,,,,,Justinian-Jessup
,,,,,,,,,,,,,,,,,,0.1,0.051,-4.9,-0.1,Cassius-Winston
,,,,,,,,,,,,,,,,,,0,-0.006,-7.9,-0.4,Cassius-Stanley
,,,,,,,,,,,,,,,,,,-0.1,-0.014,-6.6,-0.3,Jay-Scrubb
,,,,,,,,,,,,,,,,,,0.1,0.177,5.1,0,Grant-Riller
,,,,,,,,,,,,,,,,,,0.4,0.048,-5.5,-0.3,Reggie-Perry
,,,,,,,,,,,,,,,,,,4.8,0.185,0.3,0.7,Paul-Reed
,,,,,,,,,,,,,,,,,,0.3,0.079,0.3,0.1,Jalen-Harris
,,,,,,,,,,,,,,,,,,0.7,0.1,-1.4,0.1,Sam-Merrill
,,,,,,,,,,,,,,,,,,-0.6,-0.012,-1.5,0.3,Cade-Cunningham
,,,,,,,,,,,,,,,,,,13.7,0.131,1.2,4,Evan-Mobley
,,,,,,,,,,,,,,,,,,11.6,0.106,0.6,3.5,Scottie-Barnes
,,,,,,,,,,,,,,,,,,-0.3,-0.005,-3.3,-0.9,Jalen-Suggs
,,,,,,,,,,,,,,,,,,9.4,0.089,-0.4,2,Franz-Wagner
,,,,,,,,,,,,,,,,,,1.6,0.022,-3.4,-1.2,Davion-Mitchell
,,,,,,,,,,,,,,,,,,2.4,0.06,-3.8,-0.8,Ziaire-Williams
,,,,,,,,,,,,,,,,,,-0.4,-0.025,-6.7,-1,James-Bouknight
,,,,,,,,,,,,,,,,,,-0.1,-0.006,-5.1,-0.8,Joshua-Primo
,,,,,,,,,,,,,,,,,,0.9,0.017,-3.1,-0.7,Chris-Duarte
,,,,,,,,,,,,,,,,,,2.6,0.087,-2.6,-0.2,Moses-Moody
,,,,,,,,,,,,,,,,,,6.1,0.075,-1.9,0.1,Corey-Kispert
,,,,,,,,,,,,,,,,,,9.5,0.138,1,2.5,Trey-Murphy III
,,,,,,,,,,,,,,,,,,0.6,0.011,-4.2,-1.4,Tre-Mann
,,,,,,,,,,,,,,,,,,0.7,0.056,-4.3,-0.4,Kai-Jones
,,,,,,,,,,,,,,,,,,2.2,0.09,-0.2,0.5,Jalen-Johnson
,,,,,,,,,,,,,,,,,,-0.9,-0.041,-5.7,-1,Keon-Johnson
,,,,,,,,,,,,,,,,,,4.1,0.125,-1,0.4,Isaiah-Jackson
,,,,,,,,,,,,,,,,,,0.3,0.006,-3.8,-1,Josh-Christopher
,,,,,,,,,,,,,,,,,,6.2,0.102,-0.2,1.3,Quentin-Grimes
,,,,,,,,,,,,,,,,,,3.8,0.076,-0.6,0.9,Bones-Hyland
,,,,,,,,,,,,,,,,,,1.8,0.04,-3.1,-0.6,Cam-Thomas
,,,,,,,,,,,,,,,,,,0.3,0.144,1.4,0.1,Jaden-Springer
,,,,,,,,,,,,,,,,,,2.8,0.144,-2.5,-0.1,Day'Ron-Sharpe
,,,,,,,,,,,,,,,,,,4.9,0.115,-0.6,0.7,Santi-Aldama
,,,,,,,,,,,,,,,,,,3.4,0.085,-1.9,0.1,Jeremiah-Robinson-Earl
,,,,,,,,,,,,,,,,,,0.1,0.021,-2.6,0,Jason-Preston
,,,,,,,,,,,,,,,,,,8.9,0.099,-0.4,1.7,Herbert-Jones
,,,,,,,,,,,,,,,,,,1,0.042,-3,-0.3,Miles-McBride
,,,,,,,,,,,,,,,,,,0.5,0.019,-4.4,-0.7,JT-Thor
,,,,,,,,,,,,,,,,,,6,0.068,-2.2,-0.3,Ayo-Dosunmu
,,,,,,,,,,,,,,,,,,0.2,0.07,-4.8,-0.1,Neemias-Queta
,,,,,,,,,,,,,,,,,,0.5,0.058,-1.8,0,Jared-Butler
,,,,,,,,,,,,,,,,,,0.1,0.013,-5.3,-0.2,Joe-Wieskamp
,,,,,,,,,,,,,,,,,,1.7,0.052,-2.2,-0.1,Isaiah-Livers
,,,,,,,,,,,,,,,,,,0.2,0.016,-5.2,-0.6,Greg-Brown III
,,,,,,,,,,,,,,,,,,1,0.036,-3.9,-0.7,Kessler-Edwards
,,,,,,,,,,,,,,,,,,0.8,0.04,-2.4,-0.1,Dalano-Banton
,,,,,,,,,,,,,,,,,,0,-0.495,-27.7,0,David-Johnson
,,,,,,,,,,,,,,,,,,-0.2,-0.297,-16.3,-0.1,Sharife-Cooper
,,,,,,,,,,,,,,,,,,,,,,Marcus-Zegarowski
,,,,,,,,,,,,,,,,,,,,,,Filip-Petrušev
,,,,,,,,,,,,,,,,,,0.6,0.03,-3,-0.3,Brandon-Boston Jr.
,,,,,,,,,,,,,,,,,,1.8,0.138,-1.7,0,Luka-Garza
,,,,,,,,,,,,,,,,,,2.1,0.147,0.8,0.5,Charles-Bassey
,,,,,,,,,,,,,,,,,,2,0.091,-1.6,0.1,Sandro-Mamukelashvili
,,,,,,,,,,,,,,,,,,3.8,0.074,-3.1,-0.7,Aaron-Wiggins
,,,,,,,,,,,,,,,,,,0,0.164,6,0,Scottie-Lewis
,,,,,,,,,,,,,,,,,,,,,,Balša-Koprivica
,,,,,,,,,,,,,,,,,,4.1,0.143,-1,0.3,Jericho-Sims
,,,,,,,,,,,,,,,,,,0.1,0.106,-2,0,RaiQuan-Gray
